ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
5857,2018,000053,Washington State,51-9199,"Production Workers, All Other",2986,16.44,12.56,14.14,17.19,34186.00
5858,2018,028420,"Kennewick-Richland, WA",51-9199,"Production Workers, All Other",,21.97,14.20,17.71,24.72,45691.00
5859,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",51-9199,"Production Workers, All Other",3696,16.76,12.15,15.63,19.40,34852.00
5860,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-9199,"Production Workers, All Other",2404,16.06,12.64,14.11,16.75,33409.00
5861,2018,44060,"Spokane-Spokane Valley, WA",51-9199,"Production Workers, All Other",28,17.31,13.35,14.63,18.32,36008.00
5862,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-9199,"Production Workers, All Other",136,24.04,13.57,16.26,28.53,50000.00
5863,2018,000053,Washington State,43-5061,"Production, Planning, & Expediting Clerks",11536,24.19,17.70,22.33,29.76,50299.00
5864,2018,013380,"Bellingham, WA",43-5061,"Production, Planning, & Expediting Clerks",201,21.90,17.37,21.87,25.92,45560.00
5865,2018,014740,"Bremerton-Silverdale, WA",43-5061,"Production, Planning, & Expediting Clerks",486,32.48,23.14,34.12,43.46,67557.00
5866,2018,028420,"Kennewick-Richland, WA",43-5061,"Production, Planning, & Expediting Clerks",218,32.70,18.39,28.93,44.51,68028.00
5867,2018,030300,"Lewiston, ID-WA",43-5061,"Production, Planning, & Expediting Clerks",31,18.54,13.75,17.13,20.87,38548.00
5868,2018,031020,"Longview, WA",43-5061,"Production, Planning, & Expediting Clerks",78,21.26,13.82,19.85,27.14,44219.00
5869,2018,034580,"Mount Vernon-Anacortes, WA",43-5061,"Production, Planning, & Expediting Clerks",95,19.04,11.98,18.74,22.93,39593.00
5870,2018,036500,"Olympia-Tumwater, WA",43-5061,"Production, Planning, & Expediting Clerks",179,18.71,12.57,16.92,23.18,38907.00
5871,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",43-5061,"Production, Planning, & Expediting Clerks",2232,24.01,18.20,22.94,29.35,49941.00
5872,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-5061,"Production, Planning, & Expediting Clerks",8200,23.83,17.63,21.93,29.59,49573.00
5873,2018,44060,"Spokane-Spokane Valley, WA",43-5061,"Production, Planning, & Expediting Clerks",523,24.62,20.40,24.04,28.58,51200.00
5874,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",43-5061,"Production, Planning, & Expediting Clerks",778,24.72,18.38,23.24,30.96,51415.00
5875,2018,47460,"Walla Walla, WA",43-5061,"Production, Planning, & Expediting Clerks",57,23.04,19.40,22.47,26.47,47914.00
5876,2018,48300,"Wenatchee, WA",43-5061,"Production, Planning, & Expediting Clerks",36,24.40,17.67,24.05,29.43,50760.00
5877,2018,49420,"Yakima, WA",43-5061,"Production, Planning, & Expediting Clerks",126,23.17,19.71,23.04,27.17,48201.00
5878,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),43-5061,"Production, Planning, & Expediting Clerks",52,23.20,15.48,21.86,31.69,48273.00
5879,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),43-5061,"Production, Planning, & Expediting Clerks",84,22.79,16.60,22.36,27.07,47382.00
5880,2018,530003,Central WA Nonmetropolitan Area (NMA),43-5061,"Production, Planning, & Expediting Clerks",47,24.06,19.35,24.07,28.97,50064.00
5881,2018,530004,Eastern WA Nonmetropolitan Area (NMA),43-5061,"Production, Planning, & Expediting Clerks",103,23.25,19.13,22.72,26.04,48354.00
5882,2018,000053,Washington State,43-9081,Proofreaders & Copy Markers,275,23.90,17.26,20.36,29.02,49706.00
5883,2018,014740,"Bremerton-Silverdale, WA",43-9081,Proofreaders & Copy Markers,31,,,,,
5884,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",43-9081,Proofreaders & Copy Markers,35,22.84,20.72,23.17,25.42,47505.00
5885,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-9081,Proofreaders & Copy Markers,230,23.77,17.43,20.32,28.80,49450.00
5886,2018,000053,Washington State,11-9141,"Property, Real Estate, & Community Association Managers",2442,41.61,26.98,36.06,51.22,86538.00
5887,2018,013380,"Bellingham, WA",11-9141,"Property, Real Estate, & Community Association Managers",24,31.21,24.09,29.20,36.70,64921.00
5888,2018,014740,"Bremerton-Silverdale, WA",11-9141,"Property, Real Estate, & Community Association Managers",25,58.16,30.86,44.61,85.52,120973.00
5889,2018,028420,"Kennewick-Richland, WA",11-9141,"Property, Real Estate, & Community Association Managers",50,42.09,28.63,38.80,55.44,87558.00
5890,2018,030300,"Lewiston, ID-WA",11-9141,"Property, Real Estate, & Community Association Managers",30,18.19,15.71,17.28,18.84,37834.00
5891,2018,031020,"Longview, WA",11-9141,"Property, Real Estate, & Community Association Managers",,39.56,20.27,45.30,51.23,82271.00
5892,2018,036500,"Olympia-Tumwater, WA",11-9141,"Property, Real Estate, & Community Association Managers",47,34.86,22.75,30.73,48.56,72525.00
5893,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",11-9141,"Property, Real Estate, & Community Association Managers",1677,40.15,24.35,36.27,49.79,83517.00
5975,2018,013380,"Bellingham, WA",27-3031,Public Relations Specialists,86,24.77,19.82,25.26,30.11,51525.00
5894,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9141,"Property, Real Estate, & Community Association Managers",1507,44.82,29.78,37.92,55.90,93202.00
5895,2018,44060,"Spokane-Spokane Valley, WA",11-9141,"Property, Real Estate, & Community Association Managers",119,32.40,22.10,32.54,42.17,67391.00
5896,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",11-9141,"Property, Real Estate, & Community Association Managers",282,36.00,24.72,30.55,43.94,74872.00
5897,2018,48300,"Wenatchee, WA",11-9141,"Property, Real Estate, & Community Association Managers",22,34.02,26.61,32.17,38.39,70759.00
5898,2018,49420,"Yakima, WA",11-9141,"Property, Real Estate, & Community Association Managers",14,43.21,38.91,44.51,49.12,89895.00
5899,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),11-9141,"Property, Real Estate, & Community Association Managers",23,32.47,24.23,33.05,38.82,67524.00
5900,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),11-9141,"Property, Real Estate, & Community Association Managers",28,27.29,22.00,27.60,33.61,56766.00
5901,2018,530003,Central WA Nonmetropolitan Area (NMA),11-9141,"Property, Real Estate, & Community Association Managers",,24.87,22.03,23.72,25.42,51745.00
5902,2018,530004,Eastern WA Nonmetropolitan Area (NMA),11-9141,"Property, Real Estate, & Community Association Managers",31,,,,,
5903,2018,000053,Washington State,33-1099,"Protective Service Worker Supervisors, All Other",1878,24.83,17.51,21.62,28.93,51647.00
5904,2018,013380,"Bellingham, WA",33-1099,"Protective Service Worker Supervisors, All Other",28,29.32,26.18,28.95,31.88,60976.00
5905,2018,014740,"Bremerton-Silverdale, WA",33-1099,"Protective Service Worker Supervisors, All Other",19,25.45,18.71,24.04,30.09,52933.00
5906,2018,028420,"Kennewick-Richland, WA",33-1099,"Protective Service Worker Supervisors, All Other",60,33.29,21.84,30.38,43.53,69236.00
5907,2018,034580,"Mount Vernon-Anacortes, WA",33-1099,"Protective Service Worker Supervisors, All Other",29,22.63,16.51,21.88,28.63,47069.00
5908,2018,036500,"Olympia-Tumwater, WA",33-1099,"Protective Service Worker Supervisors, All Other",52,27.70,19.90,25.50,32.56,57623.00
5909,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",33-1099,"Protective Service Worker Supervisors, All Other",734,21.87,14.17,19.22,26.14,45485.00
5910,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",33-1099,"Protective Service Worker Supervisors, All Other",1270,24.51,17.39,19.90,27.76,50978.00
5911,2018,44060,"Spokane-Spokane Valley, WA",33-1099,"Protective Service Worker Supervisors, All Other",113,23.71,18.45,24.38,28.68,49312.00
5912,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",33-1099,"Protective Service Worker Supervisors, All Other",148,,,,,
5913,2018,49420,"Yakima, WA",33-1099,"Protective Service Worker Supervisors, All Other",31,26.73,24.96,28.06,30.53,55617.00
5914,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),33-1099,"Protective Service Worker Supervisors, All Other",16,31.25,23.63,29.71,38.66,64998.00
5915,2018,530004,Eastern WA Nonmetropolitan Area (NMA),33-1099,"Protective Service Worker Supervisors, All Other",15,28.17,26.25,27.09,29.54,58611.00
5916,2018,000053,Washington State,33-9099,"Protective Service Workers, All Other",3352,21.02,15.51,17.99,22.12,43737.00
5917,2018,013380,"Bellingham, WA",33-9099,"Protective Service Workers, All Other",107,17.71,16.03,17.54,18.95,36835.00
5918,2018,014740,"Bremerton-Silverdale, WA",33-9099,"Protective Service Workers, All Other",126,17.38,15.45,17.28,19.03,36156.00
5919,2018,028420,"Kennewick-Richland, WA",33-9099,"Protective Service Workers, All Other",146,19.24,13.73,15.16,18.84,40013.00
5920,2018,030300,"Lewiston, ID-WA",33-9099,"Protective Service Workers, All Other",16,16.77,14.51,16.22,17.99,34860.00
5921,2018,034580,"Mount Vernon-Anacortes, WA",33-9099,"Protective Service Workers, All Other",78,20.77,16.98,19.39,23.03,43202.00
5922,2018,036500,"Olympia-Tumwater, WA",33-9099,"Protective Service Workers, All Other",125,18.17,14.97,17.33,19.26,37781.00
5923,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",33-9099,"Protective Service Workers, All Other",864,18.54,13.66,17.81,21.43,38542.00
5924,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",33-9099,"Protective Service Workers, All Other",1094,26.25,16.97,19.45,29.95,54609.00
5925,2018,44060,"Spokane-Spokane Valley, WA",33-9099,"Protective Service Workers, All Other",277,15.20,12.48,13.89,16.03,31620.00
5926,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",33-9099,"Protective Service Workers, All Other",544,20.20,16.79,19.16,23.16,42019.00
5927,2018,47460,"Walla Walla, WA",33-9099,"Protective Service Workers, All Other",22,25.24,15.88,26.24,31.99,52511.00
5928,2018,48300,"Wenatchee, WA",33-9099,"Protective Service Workers, All Other",63,18.98,15.57,17.60,20.48,39478.00
5929,2018,49420,"Yakima, WA",33-9099,"Protective Service Workers, All Other",99,17.29,14.21,15.68,20.77,35971.00
5930,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),33-9099,"Protective Service Workers, All Other",73,20.61,16.24,17.38,23.91,42873.00
5931,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),33-9099,"Protective Service Workers, All Other",102,19.32,13.86,17.70,24.27,40167.00
5976,2018,014740,"Bremerton-Silverdale, WA",27-3031,Public Relations Specialists,58,33.19,22.35,31.76,41.26,69032.00
5932,2018,530003,Central WA Nonmetropolitan Area (NMA),33-9099,"Protective Service Workers, All Other",42,17.11,13.96,15.50,18.08,35580.00
5933,2018,530004,Eastern WA Nonmetropolitan Area (NMA),33-9099,"Protective Service Workers, All Other",86,17.81,15.21,17.28,19.14,37040.00
5934,2018,000053,Washington State,31-1013,Psychiatric Aides,171,15.15,11.33,13.66,16.60,31506.00
5935,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",31-1013,Psychiatric Aides,344,19.49,16.72,19.61,22.85,40538.00
5936,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",31-1013,Psychiatric Aides,33,14.02,13.07,14.15,15.22,29172.00
5937,2018,000053,Washington State,29-2053,Psychiatric Technicians,891,19.51,16.80,19.24,22.35,40568.00
5938,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",29-2053,Psychiatric Technicians,272,20.19,16.29,20.44,23.13,41979.00
5939,2018,000053,Washington State,29-1066,Psychiatrists,542,117.92,91.40,,,245276.00
5940,2018,028420,"Kennewick-Richland, WA",29-1066,Psychiatrists,,140.39,,,,292008.00
5941,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",29-1066,Psychiatrists,75,116.17,87.17,,,241631.00
5942,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",29-1066,Psychiatrists,230,125.41,,,,260864.00
5943,2018,44060,"Spokane-Spokane Valley, WA",29-1066,Psychiatrists,20,136.51,,,,283945.00
5944,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",29-1066,Psychiatrists,137,,,,,
5945,2018,000053,Washington State,19-3039,"Psychologists, All Other",409,49.39,41.38,48.26,54.28,102745.00
5946,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-3039,"Psychologists, All Other",174,53.70,41.40,47.15,54.28,111691.00
5947,2018,44060,"Spokane-Spokane Valley, WA",19-3039,"Psychologists, All Other",35,43.77,23.46,41.90,49.37,91037.00
5948,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",19-3039,"Psychologists, All Other",146,46.90,43.67,49.77,54.28,97566.00
5949,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),19-3039,"Psychologists, All Other",11,43.36,39.15,43.84,48.09,90184.00
5950,2018,000053,Washington State,25-1066,"Psychology Teachers, Postsecondary",980,,,,,70199.00
5951,2018,013380,"Bellingham, WA",25-1066,"Psychology Teachers, Postsecondary",55,,,,,71052.00
5952,2018,014740,"Bremerton-Silverdale, WA",25-1066,"Psychology Teachers, Postsecondary",20,,,,,51901.00
5953,2018,036500,"Olympia-Tumwater, WA",25-1066,"Psychology Teachers, Postsecondary",46,,,,,51301.00
5954,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",25-1066,"Psychology Teachers, Postsecondary",346,,,,,71936.00
5955,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-1066,"Psychology Teachers, Postsecondary",522,,,,,78394.00
5956,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-1066,"Psychology Teachers, Postsecondary",77,,,,,67996.00
5957,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),25-1066,"Psychology Teachers, Postsecondary",,,,,,65488.00
5958,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",27-3012,Public Address System & Other Announcers,,16.96,10.82,11.83,15.45,35267.00
5959,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",27-3012,Public Address System & Other Announcers,13,11.75,11.46,11.75,12.03,24432.00
5960,2018,000053,Washington State,11-2031,Public Relations & Fundraising Managers,2099,57.21,40.13,51.26,70.05,118993.00
5961,2018,013380,"Bellingham, WA",11-2031,Public Relations & Fundraising Managers,38,50.16,37.05,46.58,61.44,104347.00
5962,2018,014740,"Bremerton-Silverdale, WA",11-2031,Public Relations & Fundraising Managers,16,41.99,31.75,43.31,49.43,87323.00
5963,2018,028420,"Kennewick-Richland, WA",11-2031,Public Relations & Fundraising Managers,30,57.93,42.62,60.18,70.59,120493.00
5964,2018,034580,"Mount Vernon-Anacortes, WA",11-2031,Public Relations & Fundraising Managers,,59.02,49.05,66.01,73.62,122769.00
5965,2018,036500,"Olympia-Tumwater, WA",11-2031,Public Relations & Fundraising Managers,73,51.67,41.87,48.94,62.57,107470.00
5966,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",11-2031,Public Relations & Fundraising Managers,1073,48.47,34.11,43.60,56.52,100816.00
5967,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-2031,Public Relations & Fundraising Managers,1439,60.93,42.52,55.66,74.87,126729.00
5968,2018,44060,"Spokane-Spokane Valley, WA",11-2031,Public Relations & Fundraising Managers,170,43.03,29.98,37.82,51.11,89497.00
5969,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",11-2031,Public Relations & Fundraising Managers,112,50.32,43.21,48.67,55.97,104664.00
5970,2018,47460,"Walla Walla, WA",11-2031,Public Relations & Fundraising Managers,21,55.00,41.92,47.15,59.33,114400.00
5971,2018,48300,"Wenatchee, WA",11-2031,Public Relations & Fundraising Managers,12,53.80,40.59,53.18,63.79,111900.00
5972,2018,49420,"Yakima, WA",11-2031,Public Relations & Fundraising Managers,11,45.35,39.21,45.89,54.62,94304.00
5973,2018,530003,Central WA Nonmetropolitan Area (NMA),11-2031,Public Relations & Fundraising Managers,10,44.97,35.27,40.35,49.37,93529.00
5974,2018,000053,Washington State,27-3031,Public Relations Specialists,5858,35.05,25.06,32.06,40.22,72900.00
5977,2018,028420,"Kennewick-Richland, WA",27-3031,Public Relations Specialists,126,39.08,30.85,38.60,49.46,81268.00
5978,2018,030300,"Lewiston, ID-WA",27-3031,Public Relations Specialists,16,26.05,20.60,22.71,27.33,54175.00
5979,2018,031020,"Longview, WA",27-3031,Public Relations Specialists,34,28.95,22.18,26.76,32.40,60207.00
5980,2018,034580,"Mount Vernon-Anacortes, WA",27-3031,Public Relations Specialists,16,24.76,20.07,24.76,28.36,51484.00
5981,2018,036500,"Olympia-Tumwater, WA",27-3031,Public Relations Specialists,581,,,,,
5982,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",27-3031,Public Relations Specialists,2328,32.98,22.64,29.79,38.64,68605.00
5983,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-3031,Public Relations Specialists,3926,35.70,25.18,32.30,41.81,74271.00
5984,2018,44060,"Spokane-Spokane Valley, WA",27-3031,Public Relations Specialists,213,29.10,22.46,28.85,35.39,60542.00
5985,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",27-3031,Public Relations Specialists,255,31.79,23.46,31.68,37.86,66127.00
5986,2018,47460,"Walla Walla, WA",27-3031,Public Relations Specialists,31,30.29,23.37,28.86,37.23,63010.00
5987,2018,48300,"Wenatchee, WA",27-3031,Public Relations Specialists,51,26.14,21.21,24.53,31.29,54368.00
5988,2018,49420,"Yakima, WA",27-3031,Public Relations Specialists,79,33.83,24.64,29.51,35.13,70352.00
5989,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),27-3031,Public Relations Specialists,19,31.06,24.05,29.18,39.14,64604.00
5990,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),27-3031,Public Relations Specialists,96,,,,,
5991,2018,530003,Central WA Nonmetropolitan Area (NMA),27-3031,Public Relations Specialists,12,31.16,26.34,31.29,36.18,64827.00
5992,2018,530004,Eastern WA Nonmetropolitan Area (NMA),27-3031,Public Relations Specialists,,32.66,26.30,33.11,37.84,67914.00
5993,2018,000053,Washington State,53-7072,"Pump Operators, Except Wellhead Pumpers",,21.86,20.75,22.16,23.56,45451.00
5994,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",53-7072,"Pump Operators, Except Wellhead Pumpers",,24.53,16.89,21.09,34.72,51039.00
5995,2018,000053,Washington State,11-3061,Purchasing Managers,1929,64.09,48.37,61.09,75.55,133302.00
5996,2018,013380,"Bellingham, WA",11-3061,Purchasing Managers,26,48.73,33.69,48.69,68.01,101357.00
5997,2018,014740,"Bremerton-Silverdale, WA",11-3061,Purchasing Managers,18,50.37,37.49,49.50,62.69,104766.00
5998,2018,028420,"Kennewick-Richland, WA",11-3061,Purchasing Managers,101,64.66,51.31,63.00,76.53,134486.00
5999,2018,031020,"Longview, WA",11-3061,Purchasing Managers,14,50.13,31.55,43.02,70.26,104276.00
6000,2018,034580,"Mount Vernon-Anacortes, WA",11-3061,Purchasing Managers,12,49.19,36.69,51.06,60.97,102326.00
6001,2018,036500,"Olympia-Tumwater, WA",11-3061,Purchasing Managers,19,54.90,44.65,50.81,60.79,114186.00
6002,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",11-3061,Purchasing Managers,926,57.61,41.52,54.17,69.51,119840.00
6003,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3061,Purchasing Managers,1433,66.59,51.57,63.16,77.36,138527.00
6004,2018,44060,"Spokane-Spokane Valley, WA",11-3061,Purchasing Managers,103,49.10,38.72,46.68,55.17,102122.00
6005,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",11-3061,Purchasing Managers,62,50.30,36.29,50.75,60.90,104602.00
6006,2018,49420,"Yakima, WA",11-3061,Purchasing Managers,29,58.54,46.97,58.22,71.54,121769.00
6007,2018,530004,Eastern WA Nonmetropolitan Area (NMA),11-3061,Purchasing Managers,19,62.72,37.16,58.91,78.44,130454.00
6008,2018,000053,Washington State,29-1124,Radiation Therapists,463,48.00,37.47,47.13,58.09,99851.00
6009,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",29-1124,Radiation Therapists,127,50.49,41.92,50.33,59.49,105020.00
6010,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",29-1124,Radiation Therapists,193,50.83,38.88,49.47,61.55,105720.00
6011,2018,49420,"Yakima, WA",29-1124,Radiation Therapists,22,45.08,37.08,43.85,50.57,93768.00
6012,2018,000053,Washington State,27-3011,Radio & Television Announcers,565,25.12,12.89,17.80,24.37,52256.00
6013,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",27-3011,Radio & Television Announcers,122,41.77,20.27,30.41,67.59,86873.00
6014,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-3011,Radio & Television Announcers,273,31.49,16.34,19.78,33.36,65488.00
6015,2018,44060,"Spokane-Spokane Valley, WA",27-3011,Radio & Television Announcers,105,20.31,11.70,12.34,19.36,42243.00
6016,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",27-3011,Radio & Television Announcers,,29.82,16.91,24.23,33.75,62045.00
6017,2018,47460,"Walla Walla, WA",27-3011,Radio & Television Announcers,12,12.97,11.45,11.74,14.19,26961.00
6018,2018,48300,"Wenatchee, WA",27-3011,Radio & Television Announcers,37,18.00,12.99,19.53,22.20,37450.00
6019,2018,000053,Washington State,49-2021,"Radio, Cellular & Tower Equipment Installers/Repairers",571,31.64,25.60,32.48,37.87,65806.00
6020,2018,028420,"Kennewick-Richland, WA",49-2021,"Radio, Cellular & Tower Equipment Installers/Repairers",,27.23,22.19,24.75,32.54,56616.00
6021,2018,031020,"Longview, WA",49-2021,"Radio, Cellular & Tower Equipment Installers/Repairers",,32.77,28.57,32.91,37.72,68172.00
6022,2018,036500,"Olympia-Tumwater, WA",49-2021,"Radio, Cellular & Tower Equipment Installers/Repairers",26,27.23,23.86,25.11,29.71,56616.00
6023,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",49-2021,"Radio, Cellular & Tower Equipment Installers/Repairers",172,31.69,23.55,34.35,38.86,65928.00
6024,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-2021,"Radio, Cellular & Tower Equipment Installers/Repairers",375,31.00,24.93,30.81,37.04,64496.00
6025,2018,44060,"Spokane-Spokane Valley, WA",49-2021,"Radio, Cellular & Tower Equipment Installers/Repairers",,36.17,34.22,36.57,38.68,75230.00
6026,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),49-2021,"Radio, Cellular & Tower Equipment Installers/Repairers",,36.27,34.49,37.09,39.12,75454.00
6027,2018,000053,Washington State,29-2034,Radiologic Technologists & Technicians,4057,33.36,27.78,32.46,38.40,69377.00
6028,2018,014740,"Bremerton-Silverdale, WA",29-2034,Radiologic Technologists & Technicians,,32.58,27.48,31.80,36.84,67752.00
6029,2018,028420,"Kennewick-Richland, WA",29-2034,Radiologic Technologists & Technicians,193,30.06,25.09,29.39,35.19,62522.00
6030,2018,030300,"Lewiston, ID-WA",29-2034,Radiologic Technologists & Technicians,45,31.40,25.05,30.33,36.68,65305.00
6031,2018,031020,"Longview, WA",29-2034,Radiologic Technologists & Technicians,,37.10,30.91,36.15,42.73,77155.00
6032,2018,034580,"Mount Vernon-Anacortes, WA",29-2034,Radiologic Technologists & Technicians,87,30.33,25.26,29.44,34.95,63081.00
6033,2018,036500,"Olympia-Tumwater, WA",29-2034,Radiologic Technologists & Technicians,170,32.42,27.18,30.95,37.41,67447.00
6034,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",29-2034,Radiologic Technologists & Technicians,1170,36.09,30.72,36.04,41.75,75074.00
6035,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",29-2034,Radiologic Technologists & Technicians,1625,34.53,28.52,33.31,39.83,71824.00
6036,2018,44060,"Spokane-Spokane Valley, WA",29-2034,Radiologic Technologists & Technicians,512,30.79,25.29,30.44,36.28,64035.00
6037,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",29-2034,Radiologic Technologists & Technicians,542,34.59,29.92,34.61,38.83,71946.00
6038,2018,47460,"Walla Walla, WA",29-2034,Radiologic Technologists & Technicians,53,31.75,27.53,31.06,36.28,66056.00
6039,2018,48300,"Wenatchee, WA",29-2034,Radiologic Technologists & Technicians,100,32.34,27.29,31.12,36.81,67275.00
6040,2018,49420,"Yakima, WA",29-2034,Radiologic Technologists & Technicians,141,30.52,26.66,30.06,34.84,63497.00
6041,2018,530001,Northwestern WA Nonmetropolitan Area (NMA),29-2034,Radiologic Technologists & Technicians,81,32.86,28.03,31.80,37.40,68361.00
6042,2018,530002,Southwestern WA Nonmetropolitan Area (NMA),29-2034,Radiologic Technologists & Technicians,106,36.07,29.66,35.73,42.64,75033.00
6043,2018,530003,Central WA Nonmetropolitan Area (NMA),29-2034,Radiologic Technologists & Technicians,49,32.28,27.26,30.64,37.07,67133.00
6044,2018,530004,Eastern WA Nonmetropolitan Area (NMA),29-2034,Radiologic Technologists & Technicians,82,30.36,26.08,29.44,34.19,63142.00
6045,2018,000053,Washington State,49-3043,Rail Car Repairers,606,27.92,24.28,28.08,32.84,58068.00
6046,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3043,Rail Car Repairers,,28.27,24.84,28.54,33.23,58809.00
6047,2018,000053,Washington State,47-4061,Rail Track Laying & Maintenance Equipment Operators,155,26.99,20.22,26.13,30.14,56145.00
6048,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",47-4061,Rail Track Laying & Maintenance Equipment Operators,104,27.61,21.35,26.50,30.09,57448.00
6049,2018,000053,Washington State,53-4099,"Rail Transportation Workers, All Other",29,35.34,27.47,36.58,44.87,73496.00
6050,2018,000053,Washington State,53-4021,"Railroad Brake, Signal, & Switch Operators",,30.50,25.47,29.35,36.55,63445.00
6051,2018,000053,Washington State,53-4031,Railroad Conductors & Yardmasters,676,32.02,27.09,32.91,37.48,66596.00
6052,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",53-4031,Railroad Conductors & Yardmasters,,31.36,26.92,32.34,36.79,65222.00
6053,2018,000053,Washington State,41-9021,Real Estate Brokers,568,40.79,22.61,28.36,35.91,84843.00
6054,2018,013380,"Bellingham, WA",41-9021,Real Estate Brokers,27,23.97,21.46,23.39,26.57,49844.00
6055,2018,014740,"Bremerton-Silverdale, WA",41-9021,Real Estate Brokers,25,,,,,
6056,2018,036500,"Olympia-Tumwater, WA",41-9021,Real Estate Brokers,,28.13,18.10,24.57,31.22,58501.00
6057,2018,038900,"Portland-Vancouver-Hillsboro, OR-WA",41-9021,Real Estate Brokers,665,36.68,21.57,32.72,42.11,76300.00
6058,2018,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",41-9021,Real Estate Brokers,294,33.23,25.81,29.17,33.60,69121.00
6059,2018,45104,"Tacoma-Lakewood, WA Metropolitan Division",41-9021,Real Estate Brokers,59,,,,,
6316,2018,47460,"Walla Walla, WA",11-2022,Sales Managers,11,61.53,36.57,45.68,61.26,127995.00
6060,2018,000053,Washington State,41-9022,Real Estate Sales Agents,7803,29.60,17.80,25.18,35.96,61559.00
6061,2018,013380,"Bellingham, WA",41-9022,Real Estate Sales Agents,163,32.27,20.56,26.72,39.79,67127.00
6062,2018,014740,"Bremerton-Silverdale, WA",41-9022,Real Estate Sales Agents,112,30.26,18.63,23.97,42.03,62933.00
6063,2018,028420,"Kennewick-Richland, WA",41-9022,Real Estate Sales Agents,,18.45,12.01,13.33,19.34,38388.00
